,id,name,team,overall,value_eur,player_positions,team_position,ST,LW,RW,CAM,LM,RM,CDM,LB,CB,RB,Overall attacking,Overall defending
9837,230447,Nazario Serpe,Bahia,66,600000,"CDM, CB",SUB,44+2,47+2,47+2,49+2,50+2,50+2,65+2,63+2,65+2,63+2,45.2,69.0
9838,230504,Lorenzao Masca,Cruzeiro,66,300000,ST,SUB,64+2,66+2,66+2,64+2,65+2,65+2,50+2,51+2,45+2,51+2,65.6,33.3
9839,230509,Danilo Sacrio,Fortaleza,66,675000,ST,LS,64+2,62+2,62+2,59+2,59+2,59+2,41+2,44+2,41+2,44+2,57.8,24.0
9840,230511,Emílio Trevões,Goiás,66,575000,"ST, LW",SUB,64+2,66+2,66+2,63+2,64+2,64+2,41+2,44+2,36+2,44+2,60.0,19.0
9841,230512,Flávio Triginho,Botafogo,66,300000,ST,SUB,64+2,65+2,65+2,61+2,61+2,61+2,42+2,47+2,40+2,47+2,56.0,26.3
9842,230866,K. Mahlasela,Kaizer Chiefs,66,650000,"CAM, RW, RM",RES,56+2,64+2,64+2,64+2,64+2,64+2,55+2,54+2,50+2,54+2,48.4,49.3
9843,231489,A. Keita,Östersunds FK,66,400000,GK,GK,,,,,,,,,,,11.4,15.3
9844,231885,K. Ota,Nagoya Grampus,66,475000,"LB, LWB, CB",SUB,60+2,65+2,65+2,65+2,66+2,66+2,65+2,64+2,62+2,64+2,59.2,61.3
9845,232438,G. Nepomuceno,Oldham Athletic,66,700000,"LM, LB",LM,63+2,65+2,65+2,63+2,65+2,65+2,45+2,49+2,39+2,49+2,60.2,26.7
9846,232451,H. Watanabe,Vissel Kobe,66,475000,CB,SUB,44+2,39+2,39+2,42+2,42+2,42+2,60+2,57+2,65+2,57+2,43.6,64.3
9847,232489,Y. Komai,Hokkaido Consadole Sapporo,66,675000,"RM, RWB, CM",SUB,61+2,66+2,66+2,64+2,65+2,65+2,57+2,60+2,55+2,60+2,58.0,54.0
9848,232604,K. Iwashita,Sagan Tosu,66,425000,CB,SUB,43+2,39+2,39+2,41+2,40+2,40+2,58+2,56+2,65+2,56+2,42.8,66.0
9849,232617,K. Shimizu,Sanfrecce Hiroshima,66,600000,"LM, RB, CB",SUB,60+2,65+2,65+2,63+2,64+2,64+2,55+2,57+2,52+2,57+2,56.2,50.3
9850,232685,K. Oi,Júbilo Iwata,66,200000,CB,CB,39+2,36+2,36+2,36+2,39+2,39+2,57+2,58+2,64+2,58+2,39.8,68.3
9851,232714,Y. Toyoda,Sagan Tosu,66,350000,ST,SUB,64+2,55+2,55+2,56+2,53+2,53+2,44+2,39+2,45+2,39+2,58.8,22.7
9852,232718,Y. Takahashi,Sagan Tosu,66,250000,"CDM, CM",SUB,55+2,56+2,56+2,59+2,57+2,57+2,65+2,62+2,63+2,62+2,50.0,64.0
9853,232731,R. Hayasaka,Hokkaido Consadole Sapporo,66,400000,"RM, ST, RWB",SUB,60+2,65+2,65+2,65+2,64+2,64+2,52+2,48+2,46+2,48+2,56.2,40.0
9854,232750,Fabio,Júbilo Iwata,66,525000,CB,SUB,40+2,35+2,35+2,36+2,38+2,38+2,55+2,57+2,64+2,57+2,37.2,62.7
9855,232768,T. Wada,Yokohama F. Marinos,66,550000,"RB, LB",SUB,50+2,57+2,57+2,56+2,60+2,60+2,63+2,64+2,61+2,64+2,52.6,63.3
9856,232790,H. Ilkura,Vissel Kobe,66,350000,GK,GK,,,,,,,,,,,13.2,14.7
9857,232852,T. Yonemoto,Nagoya Grampus,66,650000,"CM, CDM",SUB,60+2,61+2,61+2,62+2,63+2,63+2,67+2,67+2,66+2,67+2,55.8,67.7
9858,232874,S. Yamamoto,Kashima Antlers,66,230000,LB,SUB,58+2,62+2,62+2,61+2,64+2,64+2,66+2,65+2,65+2,65+2,57.6,63.7
9859,233145,K. Moriya,Júbilo Iwata,66,525000,"CDM, RM, LM",SUB,61+2,66+2,66+2,66+2,66+2,66+2,65+2,63+2,60+2,63+2,57.0,59.3
9860,234006,Josimar Feijoo,Chapecoense,66,600000,CDM,SUB,56+2,55+2,55+2,52+2,57+2,57+2,64+2,66+2,66+2,66+2,54.8,65.3
9861,234751,N. Breeveld,Politehnica Iaşi,66,475000,CM,RDM,62+2,62+2,62+2,63+2,63+2,63+2,66+2,65+2,65+2,65+2,57.6,63.3
9862,234839,T. Yalçıner,Alanyaspor,66,425000,"CDM, CM",SUB,56+2,58+2,58+2,58+2,59+2,59+2,65+2,64+2,67+2,64+2,52.4,65.0
9863,235451,M. Cano,Coquimbo Unido,66,350000,GK,GK,,,,,,,,,,,17.2,17.3
9864,235511,I. Torres,Paraguay,66,0,"LM, LB",,61+2,65+2,65+2,63+2,65+2,65+2,54+2,55+2,49+2,55+2,57.6,40.3
9865,236166,Ever Rodeiro,Botafogo,66,280000,"CAM, CM",SUB,62+2,64+2,64+2,65+2,64+2,64+2,59+2,59+2,55+2,59+2,60.0,43.7
9866,236168,Raphael Doninho,Grêmio,66,575000,CAM,SUB,63+2,65+2,65+2,64+2,65+2,65+2,54+2,55+2,50+2,55+2,60.6,33.7
9867,236174,Kauã Reisende,Bahia,66,675000,"CAM, RW",SUB,61+2,64+2,64+2,65+2,64+2,64+2,45+2,45+2,38+2,45+2,59.8,25.0
9868,236198,Luis Marleiro,CSA - AL,66,675000,ST,SUB,65+2,61+2,61+2,60+2,60+2,60+2,49+2,51+2,49+2,51+2,60.8,35.0
9869,236503,I. Fülöp,Sepsi OSK,66,625000,CAM,SUB,62+2,64+2,64+2,64+2,63+2,63+2,46+2,44+2,40+2,44+2,58.4,26.7
9870,237745,H. Miyazawa,Hokkaido Consadole Sapporo,66,525000,"CDM, CB, CM",RCM,53+2,58+2,58+2,60+2,61+2,61+2,64+2,60+2,58+2,60+2,51.8,57.3
9871,237780,K. Yamamura,Kawasaki Frontale,66,625000,"CAM, CM, LM",SUB,66+2,64+2,64+2,65+2,65+2,65+2,64+2,63+2,63+2,63+2,65.8,57.7
9872,237784,Y. Maruhashi,Cerezo Osaka,66,550000,"LB, LM",LB,58+2,63+2,63+2,60+2,64+2,64+2,61+2,64+2,58+2,64+2,53.8,62.0
9873,238595,K. Rodrigues Pires,SC Preußen Münster,66,650000,CM,LDM,57+2,63+2,63+2,64+2,64+2,64+2,62+2,59+2,55+2,59+2,60.2,55.3
9874,238599,N. Granatowski,VfL Osnabrück,66,650000,"LM, RM",RES,62+2,65+2,65+2,63+2,65+2,65+2,52+2,55+2,50+2,55+2,56.2,43.3
9875,238643,M. Bär,Eintracht Braunschweig,66,675000,"RW, ST",RM,61+2,65+2,65+2,64+2,66+2,66+2,52+2,53+2,46+2,53+2,55.6,40.0
9876,238649,D. Frick,FSV Zwickau,66,550000,"CDM, CM, CB",CB,59+2,60+2,60+2,63+2,60+2,60+2,64+2,59+2,63+2,59+2,49.6,60.7
9877,238979,C. Handke,FSV Zwickau,66,525000,CB,SUB,42+2,37+2,37+2,38+2,40+2,40+2,58+2,57+2,65+2,57+2,41.2,65.7
9878,239135,M. Wassey,SC Paderborn 07,66,550000,"CM, CDM",RES,60+2,61+2,61+2,63+2,62+2,62+2,62+2,59+2,59+2,59+2,58.6,56.3
9879,239724,S. Puttkammer,SV Meppen,66,525000,"CB, CDM",RCB,41+2,38+2,38+2,43+2,43+2,43+2,62+2,56+2,65+2,56+2,38.8,63.0
9880,241043,G. Freitas,CD Everton de Viña del Mar,66,600000,CDM,CDM,58+2,56+2,56+2,58+2,58+2,58+2,65+2,63+2,68+2,63+2,57.0,65.0
9881,243553,Paris Adot,AD Alcorcón,66,525000,"RB, LB, RM",SUB,59+2,63+2,63+2,62+2,64+2,64+2,63+2,65+2,61+2,65+2,52.6,62.7
9882,243617,F. Serrarens,Arka Gdynia,66,675000,ST,ST,65+2,62+2,62+2,62+2,62+2,62+2,49+2,48+2,46+2,48+2,61.2,28.0
9883,244357,R. Idda,Cosenza,66,525000,CB,LCB,46+2,41+2,41+2,41+2,43+2,43+2,57+2,59+2,65+2,59+2,43.6,68.0
9884,246334,A. Ndengane,Orlando Pirates,66,425000,"CB, CDM, RB",RCB,45+2,43+2,43+2,41+2,45+2,45+2,56+2,62+2,65+2,62+2,41.2,70.3
9885,246864,N. Vélez,Os Belenenses,66,675000,ST,SUB,65+2,63+2,63+2,63+2,62+2,62+2,41+2,40+2,36+2,40+2,60.8,15.3
9886,247061,J. Maroof,Al Ain FC,66,675000,"RM, ST",RM,63+2,65+2,65+2,64+2,65+2,65+2,51+2,52+2,47+2,52+2,59.0,38.7
9887,247184,S. Srnić,UD Las Palmas,66,675000,"RM, LM",SUB,61+2,65+2,65+2,65+2,65+2,65+2,54+2,52+2,47+2,52+2,60.8,38.3
9888,247378,Y. Machida,Matsumoto Yamaga,66,625000,"RM, CAM, RW",SUB,58+2,65+2,65+2,64+2,64+2,64+2,49+2,50+2,40+2,50+2,52.2,28.7
9889,247763,N. Bilbija,Gangwon FC,66,675000,ST,SUB,65+2,64+2,64+2,63+2,63+2,63+2,49+2,48+2,46+2,48+2,62.2,29.3
9890,247968,V. Crețu,FCSB (Steaua),66,500000,RB,SUB,46+2,53+2,53+2,50+2,55+2,55+2,61+2,65+2,66+2,65+2,46.6,67.0
9891,248056,M. Briceag,Universitatea Craiova,66,575000,LB,SUB,44+2,51+2,51+2,50+2,54+2,54+2,62+2,65+2,63+2,65+2,44.2,66.7
9892,248833,Zé Uilton,FC Paços de Ferreira,66,700000,"RW, LW",SUB,60+2,66+2,66+2,64+2,65+2,65+2,41+2,44+2,33+2,44+2,56.0,20.7
9893,251044,M. Martac,Chindia Târgovişte,66,575000,RB,RB,52+2,59+2,59+2,59+2,62+2,62+2,63+2,64+2,61+2,64+2,48.8,62.0
9894,251818,L. Requena,Central Córdoba,66,425000,GK,RES,,,,,,,,,,,12.6,9.7
9895,252368,M. Aničić,Atiker Konyaspor,66,550000,CB,SUB,45+2,39+2,39+2,41+2,43+2,43+2,59+2,59+2,64+2,59+2,42.0,67.0
9896,246669,B. Saka,Arsenal,65,1200000,"LM, RM",RES,61+2,65+2,65+2,62+2,63+2,63+2,49+2,51+2,45+2,51+2,56.2,34.0
9897,245999,Mollejo,Atlético Madrid,65,1100000,RW,RES,59+2,64+2,64+2,62+2,62+2,62+2,42+2,44+2,35+2,44+2,55.2,25.7
9898,247377,Marcos Antonio,Shakhtar Donetsk,65,1100000,CM,SUB,60+2,65+2,65+2,66+2,67+2,67+2,54+2,54+2,46+2,54+2,56.2,41.7
9899,242602,J. Vagnoman,Hamburger SV,65,1000000,"LB, LM, RB",SUB,54+2,61+2,61+2,58+2,62+2,62+2,60+2,64+2,61+2,64+2,47.8,60.3
9900,252001,J. Panzo,AS Monaco,65,1000000,CB,SUB,48+2,49+2,49+2,50+2,50+2,50+2,60+2,59+2,63+2,59+2,45.0,64.7
9901,233510,T. Chong,Manchester United,65,1200000,"RW, LW, RM",RES,61+2,64+2,64+2,63+2,64+2,64+2,53+2,54+2,50+2,54+2,58.6,43.7
9902,240273,E. Smith Rowe,Arsenal,65,1100000,"LW, RW, CAM",RES,60+2,65+2,65+2,63+2,64+2,64+2,45+2,48+2,38+2,48+2,55.0,32.7
9903,241173,L. Foster,AS Monaco,65,1100000,ST,SUB,64+2,61+2,61+2,61+2,59+2,59+2,46+2,45+2,44+2,45+2,56.2,33.3
9904,242654,J. Carbonero,Once Caldas,65,1200000,"LM, RM",LM,61+2,65+2,65+2,63+2,63+2,63+2,39+2,42+2,32+2,42+2,51.2,17.0
9905,244497,Marquinhos Cipriano,Shakhtar Donetsk,65,1200000,RM,RES,59+2,65+2,65+2,63+2,64+2,64+2,42+2,45+2,33+2,45+2,51.8,24.3
9906,248805,Sergio Camello,Atlético Madrid,65,1100000,ST,RES,63+2,61+2,61+2,61+2,59+2,59+2,40+2,40+2,35+2,40+2,58.0,18.3
9907,235266,C. Früchtl,Bayern München II,65,975000,GK,GK,,,,,,,,,,,14.0,13.0
9908,241810,Chumi,FC Barcelona,65,1100000,CB,RES,48+2,48+2,48+2,49+2,50+2,50+2,61+2,60+2,64+2,60+2,44.6,65.7
9909,243652,Borja Garcés,Atlético Madrid,65,1200000,ST,RES,63+2,59+2,59+2,59+2,57+2,57+2,42+2,42+2,40+2,42+2,57.2,26.3
9910,245023,P. Mićin,Udinese,65,1200000,"RW, ST, LW",RES,63+2,65+2,65+2,65+2,63+2,63+2,48+2,47+2,43+2,47+2,60.6,31.7
9911,245132,D. Popov,Dynamo Kyiv,65,1100000,CB,RES,43+2,40+2,40+2,40+2,42+2,42+2,56+2,57+2,64+2,57+2,38.0,65.0
9912,233276,A. Dozzell,Ipswich Town,65,1200000,"CM, CAM",SUB,62+2,66+2,66+2,67+2,66+2,66+2,53+2,54+2,47+2,54+2,59.6,41.0
9913,238071,D. Sterling,Wigan Athletic,65,1100000,RB,SUB,57+2,61+2,61+2,58+2,61+2,61+2,59+2,63+2,63+2,63+2,51.4,64.7
9914,239838,M. Antonucci,Roma,65,1200000,"LW, RW",SUB,58+2,65+2,65+2,64+2,65+2,65+2,47+2,47+2,38+2,47+2,55.0,31.0
9915,240097,F. Downes,Ipswich Town,65,1200000,CM,LCM,57+2,61+2,61+2,62+2,63+2,63+2,67+2,66+2,66+2,66+2,52.8,66.7
9916,240317,Z. Celar,Cittadella,65,1200000,ST,SUB,64+2,60+2,60+2,58+2,58+2,58+2,42+2,42+2,40+2,42+2,53.6,21.7
9917,240661,E. Vignato,Chievo Verona,65,1100000,CAM,SUB,56+2,63+2,63+2,63+2,63+2,63+2,44+2,45+2,34+2,45+2,56.2,31.7
9918,242343,N. Thaller,Club Atlético Lanús,65,1100000,CB,RES,45+2,44+2,44+2,45+2,47+2,47+2,59+2,58+2,63+2,58+2,48.0,63.0
9919,242534,C. Cásseres Jr,New York Red Bulls,65,1100000,"CM, CDM, CAM",SUB,56+2,61+2,61+2,63+2,63+2,63+2,63+2,61+2,59+2,61+2,50.2,60.3
9920,243275,L. Mai,Bayern München II,65,1100000,CB,RCB,43+2,39+2,39+2,40+2,42+2,42+2,56+2,57+2,63+2,57+2,40.6,64.7
9921,244364,Gabriel Brazão,Albacete BP,65,925000,GK,SUB,,,,,,,,,,,12.4,11.3
9922,245290,De la Fuente,Real Madrid,65,1100000,CB,RES,49+2,49+2,49+2,49+2,51+2,51+2,60+2,59+2,63+2,59+2,47.0,63.7
9923,246785,Bryan Gil,Sevilla FC,65,1100000,"LW, LM",RES,58+2,64+2,64+2,63+2,62+2,62+2,41+2,43+2,33+2,43+2,55.4,25.3
9924,247508,M. Güçlü,Paris Saint-Germain,65,1200000,"ST, RW",RES,63+2,62+2,62+2,62+2,60+2,60+2,41+2,41+2,36+2,41+2,59.4,18.0
9925,252144,Eduardo Quaresma,Sporting CP,65,1000000,CB,RES,44+2,42+2,42+2,42+2,43+2,43+2,57+2,56+2,64+2,56+2,41.0,64.3
9926,252154,M. Carnesecchi,Trapani,65,975000,GK,GK,,,,,,,,,,,16.0,12.3
9927,228646,N. Delgadillo,Patronato,65,1200000,LM,SUB,60+2,63+2,63+2,62+2,64+2,64+2,49+2,49+2,41+2,49+2,54.4,27.3
9928,233447,F. Lobos,Unión La Calera,65,1200000,"LM, ST",SUB,62+2,63+2,63+2,61+2,63+2,63+2,42+2,42+2,36+2,42+2,60.8,17.0
9929,234317,V. Thill,US Orléans Loiret Football,65,1200000,"CAM, RW",RM,54+2,62+2,62+2,63+2,62+2,62+2,46+2,43+2,35+2,43+2,49.2,25.7
9930,235824,T. Alarcón,CD O'Higgins,65,1100000,"CDM, CB",LCB,53+2,53+2,53+2,55+2,54+2,54+2,63+2,61+2,65+2,61+2,46.0,63.7
9931,236600,J. Tanganga,Tottenham Hotspur,65,1100000,CB,RES,42+2,43+2,43+2,44+2,45+2,45+2,58+2,58+2,64+2,58+2,39.0,65.0
9932,236914,Álex Martín,CD Leganés,65,1100000,CB,RES,44+2,43+2,43+2,44+2,45+2,45+2,61+2,60+2,63+2,60+2,45.6,63.3
9933,238511,T. Basila,FC Nantes,65,1100000,CB,RES,46+2,45+2,45+2,45+2,48+2,48+2,59+2,60+2,63+2,60+2,49.8,63.0
9934,240442,I. Faraj,Os Belenenses,65,1200000,"RW, LW",SUB,59+2,64+2,64+2,64+2,63+2,63+2,45+2,45+2,36+2,45+2,54.4,28.0
9935,240783,T. Campbell,Stoke City,65,1200000,ST,SUB,64+2,62+2,62+2,61+2,60+2,60+2,46+2,46+2,45+2,46+2,58.0,28.7
9936,241929,E. Pereyra,San Lorenzo de Almagro,65,1100000,"LB, LWB",RES,49+2,58+2,58+2,56+2,59+2,59+2,60+2,64+2,61+2,64+2,45.6,63.7
9937,242794,I. Louza,FC Nantes,65,1200000,CM,SUB,60+2,64+2,64+2,65+2,65+2,65+2,59+2,58+2,53+2,58+2,55.8,51.7
9938,242999,Álex Collado,FC Barcelona,65,1200000,"CM, LW",RES,60+2,64+2,64+2,66+2,63+2,63+2,57+2,56+2,52+2,56+2,56.8,55.0
9939,244676,J. Schendelaar,AZ Alkmaar,65,925000,GK,SUB,,,,,,,,,,,11.6,10.3
9940,245331,Jordi Escobar,Valencia CF,65,1100000,ST,RES,63+2,60+2,60+2,58+2,57+2,57+2,35+2,36+2,33+2,36+2,60.6,13.3
9941,245351,W. Pérez,Club Atlético Huracán,65,1200000,"LM, LB",SUB,61+2,63+2,63+2,60+2,64+2,64+2,54+2,55+2,52+2,55+2,54.8,44.7
9942,245715,J. Shackleton,Leeds United,65,1100000,"CM, RB",SUB,55+2,64+2,64+2,64+2,66+2,66+2,63+2,64+2,59+2,64+2,49.6,58.3
9943,246081,B. Castrillon,Independiente Medellín,65,1200000,"RM, LM",SUB,59+2,63+2,63+2,62+2,63+2,63+2,51+2,52+2,46+2,52+2,52.8,40.3
9944,247174,Y. Delfi,Sporting de Charleroi,65,1100000,"RW, LW, ST",RES,63+2,65+2,65+2,62+2,64+2,64+2,47+2,49+2,44+2,49+2,60.8,31.3
9945,247249,J. Piroe,PSV,65,1200000,ST,RES,64+2,61+2,61+2,60+2,59+2,59+2,42+2,43+2,41+2,43+2,58.2,25.3
9946,233885,E. Cömert,FC Basel 1893,65,1100000,CB,RCB,49+2,45+2,45+2,47+2,47+2,47+2,59+2,60+2,63+2,60+2,40.2,65.0
9947,235563,M. Chouiar,Racing Club de Lens,65,1200000,"LM, RM",SUB,59+2,64+2,64+2,63+2,64+2,64+2,45+2,45+2,37+2,45+2,59.4,27.3
9948,236308,R. Marchizza,Spezia,65,1100000,"CB, LB",SUB,46+2,50+2,50+2,48+2,52+2,52+2,59+2,61+2,63+2,61+2,47.2,65.0
9949,236837,N. Schiappacasse,Famalicão,65,1200000,"LM, ST",SUB,63+2,65+2,65+2,65+2,63+2,63+2,45+2,44+2,40+2,44+2,55.2,27.7
9950,239367,R. Hack,1. FC Nürnberg,65,1200000,"LW, ST",SUB,61+2,64+2,64+2,61+2,62+2,62+2,43+2,46+2,38+2,46+2,56.4,30.3
9951,239701,R. Schmid,Wolfsberger AC,65,1200000,"CAM, CM, ST",RCM,59+2,64+2,64+2,63+2,63+2,63+2,46+2,46+2,37+2,46+2,51.4,27.0
9952,239986,Javi Alonso,CD Tenerife,65,1200000,"CM, CDM",SUB,56+2,58+2,58+2,61+2,60+2,60+2,64+2,60+2,62+2,60+2,51.6,60.7
9953,240611,D. Yearwood,Brentford,65,1100000,CM,SUB,60+2,63+2,63+2,63+2,64+2,64+2,64+2,64+2,63+2,64+2,51.6,61.0
9954,240859,Berrocal,Sevilla FC,65,1100000,CB,RES,46+2,45+2,45+2,48+2,48+2,48+2,61+2,59+2,63+2,59+2,42.8,64.0
9955,241071,Moreto Cassamá,Stade de Reims,65,1200000,"CM, CAM",SUB,60+2,64+2,64+2,65+2,64+2,64+2,59+2,59+2,55+2,59+2,58.2,55.3
9956,241704,C. Rocchia,Olympique de Marseille,65,1100000,LB,SUB,53+2,56+2,56+2,54+2,58+2,58+2,60+2,64+2,60+2,64+2,48.8,63.3
9957,242110,S. Sosa,AD Alcorcón,65,1200000,"LM, LW",LM,60+2,64+2,64+2,63+2,64+2,64+2,50+2,51+2,45+2,51+2,55.6,41.7
9958,246157,E. Pletinckx,SV Zulte-Waregem,65,1000000,CB,SUB,45+2,41+2,41+2,42+2,44+2,44+2,58+2,57+2,64+2,57+2,40.8,62.7
9959,246423,L. Orellano,Vélez Sarsfield,65,1200000,"LW, ST",SUB,60+2,64+2,64+2,61+2,63+2,63+2,44+2,48+2,40+2,48+2,54.6,33.7
9960,246787,Hugo Vallejo,Málaga CF,65,1200000,"RM, ST",RES,60+2,64+2,64+2,63+2,63+2,63+2,49+2,48+2,42+2,48+2,57.8,36.7
9961,247040,O. Lebedenko,CD Lugo,65,1100000,LB,SUB,51+2,57+2,57+2,55+2,58+2,58+2,59+2,64+2,58+2,64+2,51.0,65.0
9962,248174,N. Boujellab,FC Schalke 04,65,1200000,"CAM, CM",RES,59+2,63+2,63+2,63+2,63+2,63+2,51+2,51+2,46+2,51+2,54.6,43.7
9963,252033,Tomás Esteves,FC Porto,65,975000,RB,SUB,52+2,60+2,60+2,58+2,61+2,61+2,59+2,63+2,61+2,63+2,51.0,61.0
9964,252558,Y. Tunç,Fenerbahçe SK,65,1100000,ST,RES,63+2,59+2,59+2,58+2,58+2,58+2,39+2,38+2,34+2,38+2,56.2,14.0
9965,225809,E. Restrepo,Unión Magdalena,65,950000,CB,SUB,45+2,46+2,46+2,46+2,48+2,48+2,58+2,59+2,63+2,59+2,42.0,65.7
9966,231484,W. Ponce,CD Universidad de Concepción,65,1100000,ST,SUB,63+2,59+2,59+2,57+2,57+2,57+2,41+2,39+2,40+2,39+2,54.8,22.3
9967,233743,B. Tabla,Montreal Impact,65,1000000,"LW, RW, LM",RES,59+2,64+2,64+2,63+2,62+2,62+2,48+2,48+2,42+2,48+2,53.4,35.7
9968,233887,J. Chicco,Patronato,65,975000,"CDM, CM",SUB,53+2,55+2,55+2,58+2,57+2,57+2,64+2,61+2,63+2,61+2,48.4,62.3
9969,235855,J. Asoro,FC Groningen,65,1100000,"ST, RM",SUB,63+2,65+2,65+2,63+2,64+2,64+2,40+2,43+2,34+2,43+2,56.0,17.0
9970,237522,Jorge Cuenca,FC Barcelona,65,950000,CB,RES,45+2,43+2,43+2,46+2,46+2,46+2,62+2,60+2,64+2,60+2,46.0,63.7
9971,238461,Luis Perea,CA Osasuna,65,1000000,"CM, CDM",RES,60+2,59+2,59+2,62+2,60+2,60+2,62+2,59+2,61+2,59+2,54.6,55.3
9972,238743,H. Wright,VVV-Venlo,65,1100000,"ST, RW",RW,64+2,59+2,59+2,58+2,58+2,58+2,39+2,40+2,38+2,40+2,55.8,19.3
9973,239949,João Queirós,Willem II,65,975000,CB,SUB,44+2,42+2,42+2,44+2,45+2,45+2,59+2,58+2,63+2,58+2,45.0,64.0
9974,239997,Raul Asencio,Pisa,65,1100000,ST,SUB,63+2,60+2,60+2,60+2,59+2,59+2,42+2,41+2,39+2,41+2,56.6,17.3
9975,240209,G. Koyalipou,Chamois Niortais Football Club,65,1000000,RM,SUB,64+2,65+2,65+2,63+2,64+2,64+2,46+2,47+2,41+2,47+2,63.0,22.7
9976,240513,E. Hamilton,Southend United,65,1000000,"CM, CDM",RES,63+2,62+2,62+2,63+2,62+2,62+2,62+2,59+2,60+2,59+2,60.4,55.0
9977,240694,A. Ba,FC Nantes,65,1000000,"CM, RM, CDM",RES,60+2,60+2,60+2,62+2,62+2,62+2,63+2,61+2,62+2,61+2,53.8,58.7
9978,242577,R. Faivre,AS Monaco,65,1000000,CM,RES,57+2,61+2,61+2,62+2,62+2,62+2,62+2,61+2,58+2,61+2,53.4,56.7
9979,243378,M. Wintzheimer,Hamburger SV,65,1100000,ST,RES,64+2,58+2,58+2,57+2,55+2,55+2,41+2,40+2,40+2,40+2,53.8,22.0
9980,244973,M. Ruiz,Querétaro,65,975000,"CAM, CM",SUB,60+2,63+2,63+2,64+2,65+2,65+2,56+2,53+2,49+2,53+2,59.2,37.3
9981,245251,Iago Oliveira,Portimonense SC,65,950000,CDM,RES,50+2,55+2,55+2,55+2,58+2,58+2,64+2,63+2,64+2,63+2,47.6,65.0
9982,246816,E. Sylvestre,OGC Nice,65,1000000,"RW, CM, CAM",RES,63+2,64+2,64+2,63+2,63+2,63+2,42+2,43+2,37+2,43+2,61.0,24.3
9983,247370,M. Oktay,Beşiktaş JK,65,1000000,"CAM, CM",RES,57+2,63+2,63+2,64+2,63+2,63+2,51+2,48+2,44+2,48+2,55.6,38.7
9984,251145,L. Laborda,Arsenal de Sarandí,65,1000000,"CAM, CM",RES,57+2,63+2,63+2,63+2,63+2,63+2,51+2,52+2,44+2,52+2,53.0,41.0
9985,252179,J. Markovič,SK Slavia Praha,65,750000,GK,SUB,,,,,,,,,,,16.4,11.7
9986,228410,D. Iversen,Rotherham United,65,775000,GK,SUB,,,,,,,,,,,18.8,15.0
9987,228651,G. Felicioli,Venezia FC,65,875000,"LB, LM",LB,59+2,63+2,63+2,61+2,63+2,63+2,62+2,63+2,61+2,63+2,58.4,64.0
9988,229349,J. Thorniley,Sheffield Wednesday,65,875000,"CB, LB",SUB,46+2,47+2,47+2,46+2,50+2,50+2,59+2,60+2,64+2,60+2,47.4,65.7
9989,229910,S. Ingelsson,Udinese,65,950000,"CM, RM",SUB,59+2,64+2,64+2,65+2,63+2,63+2,61+2,57+2,56+2,57+2,55.0,57.0
9990,233017,Park Han Bin,Daegu FC,65,950000,"CM, CDM",SUB,54+2,56+2,56+2,60+2,58+2,58+2,63+2,58+2,59+2,58+2,47.2,57.0
9991,235980,I. Morales,Colo-Colo,65,950000,"RW, ST",RW,65+2,64+2,64+2,61+2,64+2,64+2,43+2,44+2,39+2,44+2,60.2,19.0
9992,236515,Álvaro,SD Huesca,65,775000,GK,GK,,,,,,,,,,,11.8,10.7
9993,236586,Kim Jin Ya,Incheon United FC,65,875000,"LB, RB",LB,60+2,65+2,65+2,63+2,66+2,66+2,61+2,64+2,58+2,64+2,55.6,58.0
9994,236678,S. Lo Faso,Lecce,65,975000,"CF, CAM, LW",SUB,63+2,65+2,65+2,64+2,63+2,63+2,43+2,43+2,38+2,43+2,60.2,20.7
9995,236918,A. Dreyer,Brighton & Hove Albion,65,975000,"RM, ST",RES,62+2,65+2,65+2,65+2,64+2,64+2,49+2,49+2,44+2,49+2,56.2,36.7
9996,238263,F. Knudsen,FK Haugesund,65,875000,CB,RCB,41+2,38+2,38+2,39+2,42+2,42+2,58+2,58+2,64+2,58+2,38.8,62.0
9997,239215,K. Nwakali,Arsenal,65,975000,"CAM, CM",RES,60+2,64+2,64+2,64+2,63+2,63+2,49+2,50+2,44+2,50+2,54.2,36.0
9998,239999,Pedro Silva,CD Tondela,65,775000,GK,RES,,,,,,,,,,,14.6,13.3
9999,240797,M. Tramoni,AC Ajaccio,65,950000,"LM, CAM",SUB,60+2,64+2,64+2,64+2,64+2,64+2,54+2,54+2,50+2,54+2,59.2,45.7
10000,241006,Erick,Gil Vicente FC,65,975000,"LW, RW",SUB,60+2,64+2,64+2,62+2,64+2,64+2,44+2,47+2,37+2,47+2,55.4,33.0
10001,246562,D. Sorescu,Dinamo Bucureşti,65,875000,"RB, RM",RM,61+2,63+2,63+2,60+2,63+2,63+2,56+2,63+2,56+2,63+2,53.4,56.7
10002,247912,I. Gheorghe,FC Voluntari,65,950000,"LM, CAM",LM,55+2,62+2,62+2,62+2,63+2,63+2,45+2,47+2,38+2,47+2,49.2,33.3
10003,251241,A. Grandi,CD Leganés,65,775000,GK,RES,,,,,,,,,,,16.2,10.7
10004,220894,G. Thomas,Leicester City,65,925000,"CAM, RM",RES,61+2,64+2,64+2,63+2,64+2,64+2,51+2,50+2,45+2,50+2,57.8,33.3
